"","player_name","overall_rating","player_api_id","sum_gk","Number_of_appearances","leagues_played"
"1803","Marko Basa",80,30563,149,133,1
"1804","Aaron Galindo",75,30572,111,10,1
"1805","Neca",74,30576,157,51,1
"1806","Custodio",77,30577,144,89,1
"1807","Joao Alves",71,30580,142,59,1
"1808","Jose Moreira",78,30582,389,9,1
"1809","Pedro Mendes",79,30585,152,68,2
"1810","Roy Makaay",87,30592,124,24,1
"1811","Wilfred Bouma",76,30593,145,63,1
"1812","George Boateng",80,30595,117,47,1
"1813","Kevin Hofland",81,30596,116,7,1
"1814","Martijn Meerdink",71,30597,146,5,1
"1815","Nigel de Jong",82,30598,146,171,3
"1816","Romeo Castelen",78,30601,132,28,1
"1817","Ron Vlaar",80,30602,154,187,2
"1818","Urby Emanuelson",80,30603,148,116,3
"1819","David Beckham",87,30612,169,27,2
"1820","Cesc Fabregas",89,30613,166,217,2
"1821","Gary Neville",81,30615,135,31,1
"1822","Mikael Silvestre",82,30616,142,47,2
"1823","Jamie Carragher",88,30617,131,138,1
"1824","Steven Gerrard",89,30618,169,188,1
"1825","Michael Owen",86,30619,129,27,1
"1826","Rio Ferdinand",88,30620,160,133,1
"1827","Paul Robinson",86,30622,426,140,1
"1828","Mark Viduka",82,30623,137,6,1
"1829","Fredrik Ljungberg",84,30624,145,1,1
"1830","Sylvain Wiltord",82,30625,106,3,1
"1831","Thierry Henry",91,30626,144,39,1
"1832","John Terry",91,30627,137,243,1
"1833","Thomas Hitzlsperger",78,30628,151,61,3
"1834","Joe Cole",87,30630,140,73,2
"1835","Frank Lampard",90,30631,168,173,1
"1836","Mark Schwarzer",81,30633,399,182,1
"1837","Wayne Bridge",77,30635,146,61,1
"1838","Miroslav Klose",87,30638,125,150,2
"1839","Robert Kovac",78,30640,137,3,1
"1840","Owen Hargreaves",83,30645,157,2,1
"1841","Roque Santa Cruz",83,30646,110,103,2
"1842","Jens Lehmann",88,30648,423,66,2
"1843","Christoph Metzelder",87,30649,145,55,2
"1844","Vahid Hashemian",75,30652,103,14,1
"1845","Giovanni van Bronckhorst",81,30654,152,39,1
"1846","Raul",84,30655,158,109,2
"1847","Iker Casillas",91,30657,442,232,2
"1848","Michel Salgado",77,30658,140,67,2
"1849","Pepe Reina",85,30660,428,249,3
"1850","Carles Puyol",89,30661,152,114,1
"1851","Simao",84,30663,142,125,1
"1852","Leonardo Franco",80,30664,398,57,1
"1853","David Albelda",80,30666,147,94,1
"1854","Eric Addo",73,30667,131,21,1
"1855","Guy Demel",78,30668,139,138,3
"1856","Marcus Hahnemann",78,30669,385,39,1
"1857","Gabriel Heinze",85,30670,134,107,3
"1858","Michael Essien",88,30675,168,96,3
"1859","David Jemmali",77,30676,121,26,1
"1860","Florent Malouda",87,30679,159,122,2
"1861","Daniele De Rossi",86,30682,154,225,1
"1862","Juninho Pernambucano,20",88,30684,120,25,1
"1863","Deco",86,30686,163,31,1
"1864","Lucas Neill",80,30687,129,44,1
"1865","Tim Borowski",83,30688,159,37,1
"1866","Tomas Ujfalusi",82,30689,154,91,1
"1867","Adriano",89,30690,118,11,1
"1868","Bakari Kone",80,30691,55,35,1
"1869","Oguchi Onyewu",77,30692,139,35,4
"1870","Josip Simunic",82,30693,147,67,1
"1871","Claude Makelele",82,30695,142,98,1
"1872","Luis Figo",88,30696,158,11,1
"1873","Jurica Vranjes",73,30697,141,6,1
"1874","Marko Babic",77,30698,139,10,2
"1875","Michael Ballack",87,30699,161,76,2
"1876","Landon Donovan",83,30700,150,14,1
"1877","Oliver Neuville",82,30701,136,4,1
"1878","Gerald Asamoah",75,30702,136,43,1
"1879","Timo Hildebrand",82,30703,405,79,1
"1880","Mladen Krstajic",85,30704,142,21,1
"1881","Torsten Frings",86,30706,167,91,1
"1882","Sebastian Kehl",80,30707,155,106,1
"1883","Luca Toni",89,30709,109,164,2
"1884","Anthony Seric",63,30710,45,4,1
"1885","Massimo Oddo",81,30711,160,49,2
"1886","Vincenzo Iaquinta",84,30712,121,42,1
"1887","Marco Amelia",83,30713,419,88,1
"1888","Francesco Totti",90,30714,164,176,1
"1889","Martin Jiranek",79,30715,154,10,1
"1890","Marco Materazzi",88,30716,128,21,1
"1891","Gianluigi Buffon",93,30717,449,231,1
"1892","Stephen Appiah",81,30718,143,14,1
"1893","Dida",88,30720,416,32,1
"1894","Gennaro Gattuso",83,30721,152,88,2
"1895","Alessandro Nesta",91,30723,138,64,1
"1896","Dejan Stankovic",82,30724,162,87,1
"1897","Pavel Nedved",88,30725,163,28,1
"1898","Edwin van der Sar",87,30726,436,87,1
"1899","Alessandro Del Piero",87,30727,156,69,1
"1900","David Trezeguet",90,30728,132,43,2
"1901","Filippo Inzaghi",82,30729,111,20,1
"1902","Dario Simic,25",74,30730,149,26,1
"1903","Andrea Pirlo",88,30731,171,185,1
"1904","Nuno Gomes",77,30732,146,14,1
"1905","Luis Boa Morte",79,30734,139,33,1
"1906","Louis Saha",83,30735,119,71,2
"1907","Olof Mellberg",80,30736,131,23,1
"1908","Eric Abidal",84,30738,151,111,2
"1909","Gael Givet",85,30739,166,98,2
"1910","Rafael Marquez",86,30740,154,66,2
"1911","Mickael Landreau",85,30742,425,207,1
"1912","Ronaldinho",91,30743,163,57,1
"1913","Masoud Shojaei",76,30744,153,54,1
"1914","Simone Perrotta",83,30747,155,88,1
"1915","David Jarolim",79,30749,155,109,2
"1916","Juanito",83,30750,144,50,1
"1917","Carlos Marchena",83,30752,149,99,1
"1918","Ivan Klasnic",83,30753,114,51,3
"1919","Hans Sarpei",71,30754,141,10,1
"1920","Ivica Olic",84,30764,137,141,1
"1921","Shinji Ono",79,30776,111,11,1
"1922","Hugo Viana",79,30788,147,92,1
"1923","Petit",79,30789,146,86,1
"1924","Hussain Abdul Ghani",72,30793,65,9,1
"1925","Ji-Sung Park",82,30802,143,90,2
"1926","Erik Edman",77,30805,136,2,1
"1927","Steven Cherundolo",76,30811,141,114,1
"1928","Jermaine Jenas",80,30818,141,60,1
"1929","Arne Friedrich",84,30819,147,70,1
"1930","Diego Benaglio",81,30820,404,228,1
"1931","Jiri Stajner",76,30821,143,48,1
"1932","Didier Drogba",88,30822,125,100,1
"1933","Stephane Grichting",78,30823,137,222,2
"1934","Fredrik Stenman",73,30824,142,89,2
"1935","Petter Hansson",77,30826,144,95,1
"1936","Markus Rosenberg",80,30827,118,85,3
"1937","Wayne Rooney",93,30829,160,223,1
"1938","Peter Crouch",79,30830,135,190,1
"1939","Kolo Toure",86,30831,145,127,1
"1940","Luis Garcia",85,30832,136,9,1
"1941","Arjen Robben",90,30834,151,139,2
"1942","Philipp Degen",75,30835,129,68,3
"1943","Scott Chipperfield",83,30836,143,38,1
"1944","Ivan Ergic",76,30837,149,15,1
"1945","Johnny Heitinga",80,30839,146,150,3
"1946","Rafael van der Vaart",87,30840,170,165,3
"1947","Maarten Stekelenburg",85,30841,424,147,4
"1948","Brett Emerton",77,30842,143,62,1
"1949","Robin van Persie",89,30843,140,172,1
"1950","Vincenzo Grella",74,30849,152,29,1
"1951","Zeljko Kalac",77,30850,386,1,1
"1952","Shunsuke Nakamura",86,30851,167,36,2
"1953","Fernando Meira",85,30852,153,12,1
"1954","Fernando Torres",88,30853,132,168,3
"1955","Mike Hanke",78,30854,127,74,1
"1956","Ricardo",80,30855,406,35,2
"1957","Paulo Ferreira",83,30856,140,27,1
"1958","Nuno Valente",78,30857,143,1,1
"1959","Petr Cech",89,30859,445,251,1
"1960","Zdenek Grygera",81,30861,144,57,2
"1961","Ricardo Cabanas",77,30863,146,39,1
"1962","Nemanja Vidic",89,30865,149,162,2
"1963","Ivica Dragutinovic",80,30866,137,31,1
"1964","Anatoli Tymoschuk",84,30868,154,56,1
"1965","Marek Jankulovski",80,30870,153,39,1
"1966","Tiago",83,30871,151,160,2
"1967","Bastian Schweinsteiger",88,30872,160,190,2
"1968","Tim Cahill",81,30876,141,110,1
"1969","Wesley Sneijder",88,30878,166,84,2
"1970","Kew Jaliens",74,30879,109,79,2
"1971","Arek Radomski",67,30880,144,77,2
"1972","Alberto Gilardino",85,30881,117,226,1
"1973","Jason Culina",78,30884,155,8,1
"1974","John Mensah",84,30885,124,44,2
"1975","Andrey Voronin",81,30886,137,30,2
"1976","Xabi Alonso",87,30889,180,217,3
"1977","Philippe Senderos",81,30890,117,90,4
"1978","Gabriel Milito",86,30891,150,17,1
"1979","Stewart Downing",82,30892,147,217,1
"1980","Cristiano Ronaldo",93,30893,145,259,2
"1981","Philipp Lahm",87,30894,155,222,1
"1982","Aaron Lennon",84,30895,146,181,1
"1983","Bonaventure Kalou",77,30896,134,2,1
"1984","Kanga Akale",80,30897,134,43,2
"1985","Hamdi Kasraoui",67,30899,330,12,1
"1986","Kossi Agassa",80,30900,385,94,1
"1987","Aruna Dindane",83,30901,63,18,1
"1988","Andrea Barzagli",85,30902,150,222,2
"1989","Pablo Ibanez",83,30903,128,31,2
"1990","Carlos Bocanegra",76,30904,140,126,2
"1991","Sulley Ali Muntari",82,30905,158,106,2
"1992","Cristian Zaccardo",81,30906,141,159,2
"1993","Jaroslav Plasil",81,30907,146,245,3
"1994","Emerse Fae",80,30908,145,82,1
"1995","David Villa",89,30909,155,153,1
"1996","Ivan Leko",75,30910,160,91,1
"1997","Ricardo Carvalho",86,30911,134,173,3
"1998","Christoph Spycher",75,30912,132,140,2
"1999","Ricardo Costa",78,30914,113,128,3
"2000","Ryan Babel",81,30915,135,68,3
"2001","Tim De Cler",73,30916,138,37,1
"2002","David Rozehnal",81,30918,140,123,4
"2003","Daniel Gygax",74,30919,125,90,2
"2004","Edgar Barreto",77,30920,166,148,1
"2005","Matthew Amoah",74,30921,133,65,1
"2006","Arouna Kone",80,30922,116,102,3
"2007","Franck Ribery",90,30924,146,139,1
"2008","Nicolas Burdisso",79,30928,138,182,1
"2009","Fabricio Coloccini",81,30929,143,211,1
"2010","Esteban Cambiasso",86,30930,163,206,2
"2011","Cris",89,30931,147,110,1
"2012","Boubacar Barry Copa",73,30934,348,114,1
"2013","Emmanuel Eboue",79,30935,135,42,1
"2014","Xavier Margairaz",79,30936,144,95,1
"2015","Tranquillo Barnetta",81,30937,132,112,1
"2016","Mauro Lustrinelli",73,30939,122,66,1
"2017","Blerim Dzemaili",77,30940,147,151,1
"2018","Jan Polak",78,30949,156,82,2
"2019","Gilberto",84,30950,154,1,1
"2020","Jason Scotland",72,30953,108,26,2
"2021","Carlos Edwards",77,30954,124,6,1
"2022","Andres Iniesta",91,30955,161,190,1
"2023","Clint Dempsey",81,30956,168,153,1
"2024","Marcos Senna",84,30958,158,90,1
"2025","Marco Zoro",71,30959,108,17,1
"2026","Emmanuel Adebayor",87,30960,130,140,2
"2027","Sergio Ramos",87,30962,139,237,1
"2028","Collin Samuel",64,30963,127,36,1
"2029","Maza",77,30964,152,74,2
"2030","Valon Behrami",80,30966,138,182,3
"2031","Quim",81,30967,400,83,1
"2032","Luisao",82,30968,158,171,1
"2033","Lukasz Fabianski",78,30973,392,102,1
"2034","Artur Boruc",84,30974,418,201,3
"2035","Sebastian Mila",74,30975,133,173,1
"2036","Radoslaw Sobolewski",72,30976,147,154,1
"2037","Dariusz Dudka",72,30977,142,143,3
"2038","Pawel Brozek",76,30978,114,122,2
"2039","Lionel Messi",94,30981,147,249,1
"2040","Dusan Basta",80,30983,148,146,1
"2041","Johan Djourou",81,30986,135,141,2
"2042","Marcell Jansen",79,30987,148,134,1
"2043","Kenwyne Jones",79,30988,108,112,1
"2044","Julio Cesar",89,30989,438,202,3
"2045","Justo Villar",76,30990,387,38,1
"2046","Rodrigo Palacio",83,30991,168,178,1
"2047","Oscar Ustari",79,30992,395,36,1
"2048","Hedwiges Maduro",81,30994,152,92,2
"2049","Fred",84,30995,138,11,1
"2050","Cicinho",80,30996,152,20,1
"2051","Omar Bravo",78,31010,152,2,1
"2052","Jawhar Mnari",77,31011,152,3,1
"2053","Abdulkader Keita",82,31012,86,13,1
"2054","Theo Walcott",82,31013,127,131,1
"2055","Romaric",80,31014,150,135,2
"2056","Haminu Dramani",72,31018,136,3,1
"2057","Seweryn Gancarczyk",65,31019,120,79,1
"2058","Guillermo Franco",78,31020,114,21,2
"2059","Flavio",67,31031,53,2,1
"2060","Jacques Alaixys Romao",76,31037,136,240,1
"2061","Andres Guardado",82,31045,155,163,3
"2062","Guillermo Ochoa",82,31047,409,122,2
"2063","Eddie Johnson",78,31052,144,1,1
"2064","Segundo Castillo",73,31070,149,12,1
"2065","Cristian Benitez",79,31073,125,21,1
"2066","Won-Hee Cho",67,31085,143,2,1
"2067","Do-Heon Kim",72,31088,144,9,1
"2068","Chu-Young Park",79,31092,141,97,2
"2069","Luka Modric",88,31097,147,224,2
"2070","Yassine Chikhaoui",78,31100,123,64,1
"2071","Paulo da Silva",79,31103,148,50,2
"2072","Cristian Riveros",76,31104,160,5,1
"2073","Jim Larsen",75,31160,123,12,1
"2074","Tomas Galasek",83,31187,155,15,1
"2075","Aleksei Kangaskolkka",62,31191,49,1,1
"2076","Stefan Kiessling",81,31199,132,224,1
"2077","Nicky Hofs",74,31205,123,64,1
"2078","Marino Defendi",68,31207,146,10,1
"2079","Matteo Ferrari",78,31214,143,33,1
"2080","Geert De Vlieger",74,31226,360,10,1
"2081","Diego",88,31235,159,160,3
"2082","Henrik Dalsgaard",70,31241,104,9,1
"2083","Cicero",78,31244,144,75,1
"2084","Akpo Sodje",69,31255,130,13,1
"2085","Madjid Bougherra",79,31257,131,80,1
"2086","Fabio Liverani",82,31288,173,56,1
"2087","Sascha Riether",76,31290,145,215,2
"2088","Gael Clichy",83,31291,152,193,1
"2089","Yoan Gouffran",77,31292,137,178,2
"2090","Steve Mandanda",84,31293,421,300,1
"2091","Niki Zimling",74,31294,151,88,4
"2092","Ramon Zomer",70,31296,151,179,1
"2093","Bruno Amaro",71,31298,147,114,1
"2094","Daniel Fernandes",77,31299,376,32,1
"2095","Rolando",80,31300,141,151,4
"2096","Pedro Ribeiro",65,31302,60,26,1
"2097","Nelson",73,31303,145,126,3
"2098","Alessandro Rosina",79,31304,148,56,1
"2099","Branislav Ivanovic",83,31306,136,234,1
"2100","Dejan Milovanovic",69,31307,142,9,1
"2101","Djordje Rakic",66,31308,120,1,1
"2102","Ivan Todorovic,25",68,31310,144,25,1
"2103","Milan Stepanov",76,31312,135,13,2
"2104","Milos Krasic",84,31314,141,60,3
"2105","Nemanja Rnic",66,31316,129,8,1
"2106","Nenad Milijas",74,31317,153,38,1
"2107","Stefan Babovic",70,31318,103,15,3
"2108","Milos Pavlovic",66,31319,121,5,1
"2109","Sergei Pylypchuk",68,31325,62,39,1
"2110","Hakan Yakin",74,31427,149,76,1
"2111","Joe Hart",85,31432,414,275,1
"2112","Tomas Rosicky",85,31435,154,70,1
"2113","Dennis Wyness",67,31436,119,17,1
"2114","Ugo Ukah",65,31437,52,77,1
"2115","David Sommeil",75,31451,118,1,1
"2116","Sekou Baradji",63,31453,107,15,2
"2117","Trent McClenahan",65,31454,133,43,1
"2118","Tim Howard",84,31465,418,282,1
"2119","Andrea Guatelli",66,31470,336,31,1
"2120","Maurice Ross",65,31479,129,11,1
"2121","Gustavo Franchin Schiavolin",70,31490,111,19,1
"2122","Cleber Santana",78,31498,148,33,1
"2123","Nicola Mingazzini",66,31499,114,40,1
"2124","Soeren Rieks",70,31568,124,51,1
"2125","Maicosuel",77,31614,145,39,2
"2126","Pontus Wernbloom",79,31627,131,60,1
"2127","David Elm",72,31643,125,3,1
"2128","Alexander Farnerud",75,31672,130,108,2
"2129","Abdeslam Ouaddou",78,31684,150,43,1
"2130","Mikael Lustig",75,31701,129,65,1
"2131","Nelson Haedo Valdez",78,31718,133,78,2
"2132","Mario Alberto Santana",79,31725,155,102,2
"2133","Karl Svensson",71,31728,115,1,1
"2134","Gianni Zuiverloon",72,31731,138,121,3
"2135","Cristiano Zanetti",82,31739,172,37,1
"2136","Emil Johansson",70,31785,131,5,1
"2137","Antti Okkonen",60,31810,143,4,1
"2138","Salomon Kalou",84,31906,135,164,3
"2139","Andrew Johnson",85,31907,112,67,1
"2140","Denes Rosa",58,31909,130,10,1
"2141","Theo Robinson",66,31915,125,2,1
"2142","Adam Rooney",71,31916,53,114,1
"2143","Gareth Bale",87,31921,159,203,2
"2144","Rob Friend",74,31936,103,34,1
"2145","Marco Cassetti",77,31938,154,73,1
"2146","Cameron Jerome",78,31953,141,116,1
"2147","Kevin McNaughton",71,31963,156,3,1
"2148","James Wesolowski",64,31984,134,34,1
"2149","Jermaine Beckford",76,31989,106,15,1
"2150","Darryl Duffy",67,31993,95,2,1
"2151","Andriy Shevchenko",88,31996,130,2,1
"2152","Bruno Vale",74,32034,368,17,1
"2153","Paulo Santos",71,32039,351,30,1
"2154","Jose Gomes de Moraes Edmilson",81,32043,162,24,1
"2155","Mineiro",80,32048,147,5,1
"2156","Jamie Mackie",71,32084,117,41,1
"2157","Dean Moxey",68,32087,134,18,1
"2158","Daniel Seaborne",65,32088,114,49,1
"2159","Lukas Podolski",87,32118,137,148,3
"2160","Michael Kightly",75,32148,147,42,1
"2161","Steven Smith",71,32200,125,48,1
"2162","George Boyd",72,32304,108,44,1
"2163","Kelvin Wilson",71,32318,108,46,1
"2164","David McNamee",69,32323,109,9,1
"2165","Markus Neumayr",67,32343,50,62,1
"2166","John Obi Mikel",83,32345,149,152,1
"2167","Michael Hart",76,32410,136,22,1
"2168","Russell Anderson",72,32411,133,63,1
"2169","Scott Severin",75,32412,159,66,1
"2170","Barry Nicholson",75,32413,148,14,1
"2171","Steve Lovell",74,32414,92,25,1
"2172","Chris Clark",66,32415,145,22,1
"2173","Jamie Langfield",72,32418,361,194,1
"2174","Andrew Considine",69,32419,141,194,1
"2175","Christopher Maguire",69,32421,130,65,1
"2176","Darren Mackie",77,32427,122,61,1
"2177","Richard Foster",67,32430,139,128,1
"2178","Zander Diamond",73,32436,148,73,1
"2179","Gareth McAuley",75,32441,120,158,1
"2180","David Marshall",75,32446,371,37,1
"2181","Michael McGlinchey",68,32447,131,1,1
"2182","Aiden McGeady",83,32448,143,70,2
"2183","Darren O'Dea",70,32449,118,39,1
"2184","Simon Ferry",63,32450,138,14,1
"2185","Mark Kerr",68,32453,115,87,1
"2186","Barry Robson",80,32455,154,54,1
"2187","Stuart Duff",65,32456,116,54,1
"2188","Lee Mair",73,32457,133,150,1
"2189","Garry Kenneth",69,32458,130,94,1
"2190","David Goodwillie",75,32465,113,109,2
"2191","Chris Innes",63,32474,119,28,1
"2192","David McCracken",67,32484,129,42,1
"2193","Jim Paterson",65,32485,150,7,1
"2194","Allan McGregor",80,32496,397,187,2
"2195","Gary Mason",62,32503,102,57,1
"2196","Jorge Ribeiro",72,32504,142,16,1
"2197","Pedro da Silva Moutinho,28",65,32546,117,27,2
"2198","Alan Gow",71,32547,140,17,1
"2199","Darren Barr",68,32553,133,144,1
"2200","Steven Thomson",66,32555,150,85,1
"2201","Mark Twaddle",57,32556,96,30,1
"2202","Liam Craig",69,32559,143,179,1
"2203","Brian Allison",61,32561,128,4,1
"2204","Craig Gordon",81,32562,405,122,2
"2205","Robbie Neilson",73,32563,163,46,1
"2206","Camel Meriem",79,32566,124,79,1
"2207","Paul Hartley",78,32567,149,43,1
"2208","Patrice Evra",85,32569,158,248,2
"2209","Roman Bednar",75,32570,136,13,1
"2210","Franck Jurietti",77,32571,136,17,1
"2211","Ludovic Giuly",87,32572,153,89,1
"2212","Olivier Dacourt",76,32573,145,3,1
"2213","Jonathan Zebina",76,32574,144,104,2
"2214","Rio Mavuba",82,32575,159,254,1
"2215","Saulius Mikoliunas",69,32576,140,6,1
"2216","Bernard Mendy",73,32577,88,60,2
"2217","Jerome Rothen",85,32578,158,64,2
"2218","Anthony Reveillere",81,32579,143,171,3
"2219","Deividas Cesnauskis",65,32580,154,2,1
"2220","Christophe Berra",76,32581,136,115,2
"2221","Lee Wallace",74,32583,137,101,1
"2222","Jamie MacDonald",70,32584,353,150,1
"2223","Ibrahim Tall",68,32587,97,45,2
"2224","Jose Goncalves",71,32589,86,40,2
"2225","Bruno Aguiar",66,32591,133,26,1
"2226","Andrew Driver",78,32593,143,100,2
"2227","Benjamin Huggel",73,32596,131,92,1
"2228","Reto Ziegler",78,32597,150,136,2
"2229","Steven Pressley",77,32609,130,15,1
"2230","Steven Whittaker",76,32616,154,147,2
"2231","Michael Stewart",71,32617,152,58,1
"2232","Kevin Thomson",77,32618,164,82,1
"2233","Sam Morrow",60,32620,110,17,1
"2234","Guillaume Beuzelin",75,32621,161,3,1
"2235","Chris Hogg",71,32622,116,92,1
"2236","Ivan Sproule",66,32624,127,49,1
"2237","Steven Fletcher",77,32627,128,191,3
"2238","Lewis Stevenson",65,32630,123,126,1
"2239","Zbigniew Malkowski",66,32633,323,139,1
"2240","Sean Lynch",55,32636,120,11,1
"2241","Abdessalam Benjelloun",72,32637,102,11,2
"2242","Hans-Joerg Butt",79,32653,398,62,1
"2243","Antonio Lopez",76,32656,142,70,1
"2244","Victor Valdes",85,32657,425,203,3
"2245","Mark Brown",72,32658,361,115,1
"2246","Ross Tokely",67,32659,116,111,1
"2247","Darren Dods",70,32661,133,45,1
"2248","Roy McBain",63,32664,126,21,1
"2249","Barry Wilson",66,32665,135,1,1
"2250","Russell Duncan",64,32669,119,45,1
"2251","Grant Munro",71,32670,89,109,1
"2252","Richard Hastings",65,32673,135,39,1
"2253","Craig Dargo",77,32674,115,39,1
"2254","Cata Diaz",83,32675,151,142,1
"2255","German Dario Lux",76,32678,383,53,1
"2256","Michael Fraser",63,32679,324,55,1
"2257","Ian Black",68,32681,144,108,1
"2258","Stein Huysegems",71,32690,127,25,2
"2259","Alan Combe",68,32693,337,37,1
"2260","James Fowler",72,32694,143,136,1
"2261","Garry Hay",67,32696,135,98,1
"2262","David Lilley",66,32697,133,20,1
"2263","Simon Ford",70,32700,116,49,1
"2264","Danny Invincibile",69,32703,117,48,1
"2265","Steven Naismith",85,32705,129,123,2
"2266","Colin Nish",75,32706,128,82,1
"2267","Jamie Hamill",70,32711,135,192,1
"2268","Cameron Bell",70,32713,343,115,1
"2269","Jamie Adams",58,32714,43,15,1
"2270","Ryan O'Leary",63,32717,66,43,1
"2271","David Mackay",68,32725,119,223,1
"2272","Robert Snodgrass",75,32728,129,65,1
"2273","Martin Scott",64,32730,53,24,1
"2274","James McPake",66,32732,127,91,1
"2275","Graham Dorrans",76,32734,168,103,1
"2276","Ivica Banovic",73,32745,152,23,1
"2277","Morgan De Sanctis",83,32746,404,220,1
"2278","Fabrizio Miccoli",83,32747,146,125,1
"2279","Antonio Cassano",86,32748,163,179,1
"2280","Marco Di Vaio",84,32749,125,133,1
"2281","Mauro Esposito",77,32750,152,11,1
"2282","Massimo Ambrosini",83,32751,156,115,1
"2283","Giuseppe Favalli",77,32752,147,36,1
"2284","Milivoje Vitakic",68,32755,135,39,1
"2285","Milos Maric",76,32760,139,119,2
"2286","Ruben Baraja",82,32761,159,29,1
"2287","Vicente",88,32762,149,16,1
"2288","Alberto Luque,21",79,32763,141,21,1
"2289","Raul Tamudo",84,32764,140,64,1
"2290","Jose Maria Guti",84,32765,161,23,1
"2291","Ivan de la Pena",85,32766,159,19,1
"2292","Paolo Cannavaro",80,32769,141,228,1
"2293","Issam Jemaa",70,32776,134,48,1
"2294","Robert Jones",71,32786,102,32,1
"2295","Joshua Kennedy",71,32788,146,19,1
"2296","Martyn Corrigan",60,32824,150,1,1
"2297","Brian Kerr",69,32825,142,10,1
"2298","Scott McDonald",83,32826,118,94,1
"2299","Richie Foran",69,32827,85,130,1
"2300","David Clarkson",72,32829,123,48,1
"2301","Steven McGarry",64,32830,126,16,1
"2302","Kevin McBride",64,32831,133,80,1
"2303","Paul Quinn",68,32833,139,84,1
"2304","Marc Fitzpatrick",69,32836,141,36,1
"2305","Mark Reynolds",74,32844,145,235,1
"2306","Alan Martin",60,32845,312,1,1
"2307","Thomas Buffel",78,32863,142,156,1
"2308","Nacho Novo",74,32865,128,48,3
"2309","Gavin Rae",71,32866,148,46,1
"2310","Kris Boyd",86,32867,115,117,1
"2311","Julien Rodriguez",79,32868,141,5,1
"2312","Alan Hutton",79,32870,145,135,2
"2313","Ian Murray",75,32871,159,84,1
"2314","Steven McDougall",59,32880,40,2,1
"2315","Danny Grainger",69,32891,112,125,1
"2316","Neil McGregor",60,32906,45,5,1
"2317","Craig Bryson",73,32907,145,97,1
"2318","Mark McLaughlin",66,32917,118,80,1
"2319","Rasmus Bengtsson",73,32920,123,83,2
"2320","Alex Neil",69,32924,135,70,1
"2321","Paul Burns",57,32931,56,21,1
"2322","Willie Gibson",61,32932,106,11,1
"2323","Christian Poulsen",83,32937,164,101,4
"2324","Don Cowie",72,32942,138,38,2
"2325","Willie Dyer",59,32951,43,18,1
"2326","Kevin Rutkiewicz",62,32952,113,19,1
"2327","Martin Hardie",65,32955,131,22,1
"2328","Simon Mensing",69,32956,128,100,1
"2329","Kevin Moon",62,32957,130,27,1
"2330","Peter MacDonald",61,32960,114,21,1
"2331","Steven Milne",67,32961,118,22,1
"2332","Kirk Broadfoot",71,32964,134,55,1
"2333","John Potter",75,32968,148,117,1
"2334","David van Zanten",67,32969,140,131,1
"2335","Mark Corcoran",66,32971,70,5,1
"2336","Simon Lappin",66,32973,142,37,2
"2337","Hugh Murray",64,32975,151,85,1
"2338","Billy Mehmet",63,32978,124,63,1
"2339","Nicolas Ardouin",64,32990,314,9,1
"2340","Enrique de Lucas",74,32995,156,6,1
"2341","Mehdi Lacen",76,32999,143,195,1
"2342","Arthuro",73,33000,96,2,1
"2343","Daniel Aranzubia",79,33018,397,141,1
"2344","Ander Murillo",75,33021,126,1,1
"2345","Luis Prieto",74,33022,136,47,1
"2346","Carlos Gurpegi",79,33024,141,152,1
"2347","Andoni Iraola",80,33025,146,217,1
"2348","Ustaritz",73,33027,143,46,2
"2349","Aritz Aduriz",82,33028,133,216,1
"2350","Fernando Llorente",83,33030,132,202,2
"2351","Berry Powel",69,33039,57,16,1
"2352","Stephen Kelly",73,33045,157,54,1
"2353","Darren Pratley",72,33048,140,14,1
"2354","Lee Bowyer",78,33049,144,62,1
"2355","Enoch Showunmi",64,33060,96,15,1
"2356","Karim Guede",71,33065,39,48,1
"2357","Eidur Gudjohnsen",86,33074,142,38,4
"2358","Zak Whitbread",70,33076,130,18,1
"2359","Umut Bulut",77,33080,107,17,1
"2360","Mario Cvitanovic",69,33082,129,23,1
"2361","Daniel van Buyten",87,33085,140,96,1
"2362","Joleon Lescott",82,33086,139,194,1
"2363","Peter Kovacs",70,33098,112,15,1
"2364","Chaouki Ben Saada",72,33100,132,50,1
"2365","Jose Paolo Guerrero",78,33101,133,69,1
"2366","Nicolas Marin",71,33107,136,45,1
"2367","Stephane Noro",72,33108,141,17,1
"2368","Laurent Pionnier",74,33109,372,41,1
"2369","Fatih Atik",69,33114,120,18,1
"2370","Stephane Darbion",68,33116,134,40,1
"2371","Nicolas Godemeche",70,33117,152,66,2
"2372","Thierry Gathuessi",65,33118,131,1,1
"2373","Sylvain Marchal",73,33122,138,151,1
"2374","Didier Digard",76,33128,136,151,3
"2375","Olivier Blondel",70,33129,345,15,1
"2376","Stephen Ward",73,33138,138,90,1
"2377","Peter Jehle",67,33272,321,64,1
"2378","Daniel Ziebig",67,33285,132,27,1
"2379","Jonathan Spector",72,33312,133,36,1
"2380","Michael Chopra",77,33316,129,1,1
"2381","Danny Wintjens",66,33330,320,3,1
"2382","Julian Jenner",75,33331,122,22,1
"2383","David Mendes",74,33335,149,36,1
"2384","Mimoun Azaouagh",74,33336,146,39,1
"2385","Fabio Simplicio",78,33337,153,83,1
"2386","Dennis Aogo",77,33338,137,172,1
"2387","Gerhard Tremmel",76,33339,369,60,2
